attribute,mean,std
average_speed,78.6408616062393,30.613129586742616
speed_limit,80.73990990988908,21.59795050408655
mass,23204.978799781496,8224.139199284764
elevation_change,-0.06306566431686796,8.62278607969335
previous_orientation,0.42185777210395975,27.046320474184416
length,608.215666137747,900.4150228684254
direction_angle,1.8898064977690552,102.87992090243418
