attribute,mean,std
average_speed,78.6408616062393,30.613129586742616
speed_limit,80.73990990988908,21.59795050408655
mass,23257.714885241352,7844.851826415404
elevation_change,-0.06306566431686804,8.622786079693352
previous_orientation,0.4218577721039595,27.04632047418442
length,608.215666137747,900.4150228684254
direction_angle,1.8898064977690563,102.8799209024342
siumlatedEnergyConsumption,0.21342074974567712,0.31386193195483075
time,28.041224670291065,35.51313896532821
