uvPair,elevation change
"(187847755, 187853434)",-5.800000000000012
"(187853434, 187847755)",5.800000000000012
"(187853434, 187852865)",24.5
"(187852865, 187853434)",-24.5
"(187852865, 187871946)",-2.3999999999999773
"(187871946, 187852865)",2.3999999999999773
"(187871946, 187847623)",13.5
"(187847623, 187871946)",-13.5
"(187847623, 187850189)",-4.699999999999988
"(187850189, 187847623)",4.699999999999988
"(187850189, 188463337)",1.6999999999999886
"(188463337, 187850189)",-1.6999999999999886
"(188463337, 759800409)",-20.30000000000001
"(759800409, 188463337)",20.30000000000001
"(759800409, 6900229177)",17.0
"(6900229177, 759800409)",-17.0
"(6900229177, 188411284)",5.800000000000012
"(188411284, 6900229177)",-5.800000000000012
"(188411284, 633749661)",0.0
"(633749661, 188411284)",-0.0
"(633749661, 445971567)",-3.6999999999999886
"(445971567, 633749661)",3.6999999999999886
"(445971567, 188401841)",-0.5
"(188401841, 445971567)",0.5
"(188401841, 188401825)",-5.900000000000035
"(188401825, 188401841)",5.900000000000035
"(188401825, 188408749)",-22.099999999999966
"(188408749, 188401825)",22.099999999999966
"(188408749, 188408769)",-10.5
"(188408769, 188408749)",10.5
"(188408769, 188395155)",9.899999999999975
"(188395155, 188408769)",-9.899999999999975
"(188395155, 540520974)",-30.699999999999992
"(540520974, 188395155)",30.699999999999992
"(540520974, 540520729)",-10.5
"(540520729, 540520974)",10.5
"(540520729, 540520724)",-27.90000000000001
"(540520724, 540520729)",27.90000000000001
"(540520724, 270878920)",54.90000000000001
"(270878920, 540520724)",-54.90000000000001
"(270878920, 560100197)",-5.0
"(560100197, 270878920)",5.0
"(560100197, 287785409)",7.399999999999977
"(287785409, 560100197)",-7.399999999999977
"(287785409, 287785438)",14.200000000000045
"(287785438, 287785409)",-14.200000000000045
"(287785438, 270878923)",-6.300000000000012
"(270878923, 287785438)",6.300000000000012
"(270878923, 270878926)",19.59999999999997
"(270878926, 270878923)",-19.59999999999997
"(270878926, 597475322)",4.100000000000024
"(597475322, 270878926)",-4.100000000000024
"(597475322, 597475332)",21.0
"(597475332, 597475322)",-21.0
"(597475332, 597473293)",-7.899999999999977
"(597473293, 597475332)",7.899999999999977
"(597473293, 597473231)",4.7999999999999545
"(597473231, 597473293)",-4.7999999999999545
"(597473231, 597473524)",30.100000000000023
"(597473524, 597473231)",-30.100000000000023
"(597473524, 597473425)",6.899999999999977
"(597473425, 597473524)",-6.899999999999977
"(597473425, 597466149)",-13.799999999999955
"(597466149, 597473425)",13.799999999999955
"(597466149, 597466130)",6.2999999999999545
"(597466130, 597466149)",-6.2999999999999545
"(597466130, 597457985)",1.0
"(597457985, 597466130)",-1.0
"(597457985, 597457882)",-8.099999999999966
"(597457882, 597457985)",8.099999999999966
"(597457882, 597458007)",43.09999999999997
"(597458007, 597457882)",-43.09999999999997
"(597458007, 597458071)",3.200000000000045
"(597458071, 597458007)",-3.200000000000045
"(597458071, 230834772)",-20.400000000000034
"(230834772, 597458071)",20.400000000000034
"(230834772, 230834840)",16.600000000000026
"(230834840, 230834772)",-16.600000000000026
"(230834840, 230836474)",-120.09999999999997
"(230836474, 230834840)",120.09999999999997
"(230836474, 230836379)",-2.2999999999999545
"(230836379, 230836474)",2.2999999999999545
"(230836379, 230838743)",-6.700000000000018
"(230838743, 230836379)",6.700000000000018
"(230838743, 2159981746)",0.30000000000001137
"(2159981746, 230838743)",-0.30000000000001137
"(2159981746, 230842009)",14.700000000000017
"(230842009, 2159981746)",-14.700000000000017
"(230842009, 3869686822)",2.8999999999999773
"(3869686822, 230842009)",-2.8999999999999773
"(3869686822, 230841986)",0.9000000000000341
"(230841986, 3869686822)",-0.9000000000000341
"(230841986, 3869686818)",6.7000000000000455
"(3869686818, 230841986)",-6.7000000000000455
"(3869686818, 6204936888)",4.600000000000024
"(6204936888, 3869686818)",-4.600000000000024
"(6204936888, 230916518)",1.6999999999999886
"(230916518, 6204936888)",-1.6999999999999886
"(230916518, 230869862)",-1.1999999999999886
"(230869862, 230916518)",1.1999999999999886
"(230869862, 230966414)",0.8999999999999773
"(230966414, 230869862)",-0.8999999999999773
"(230966414, 230949679)",2.6000000000000227
"(230949679, 230966414)",-2.6000000000000227
"(230949679, 230873001)",-11.0
"(230873001, 230949679)",11.0
"(230972415, 230873001)",1.3999999999999773
"(230873001, 230972415)",-1.3999999999999773
"(230916518, 230916261)",0.19999999999998866
"(230916261, 230916518)",-0.19999999999998866
"(230916261, 230840804)",-11.099999999999966
"(230840804, 230916261)",11.099999999999966
"(230840804, 230840837)",3.5
"(230840837, 230840804)",-3.5
"(230840837, 230840688)",7.399999999999977
"(230840688, 230840837)",-7.399999999999977
"(230840688, 1808806014)",10.399999999999975
"(1808806014, 230840688)",-10.399999999999975
"(1808806014, 976343428)",-7.599999999999965
"(976343428, 1808806014)",7.599999999999965
"(976343428, 4014825305)",4.899999999999976
"(4014825305, 976343428)",-4.899999999999976
"(976343421, 230940219)",-2.8999999999999773
"(230940219, 976343421)",2.8999999999999773
"(230940219, 230850430)",2.1999999999999886
"(230850430, 230940219)",-2.1999999999999886
"(230850430, 3695686419)",15.600000000000026
"(3695686419, 230850430)",-15.600000000000026
"(3866280323, 230903805)",3.599999999999966
"(230903805, 3866280323)",-3.599999999999966
"(230903805, 230880539)",-10.899999999999975
"(230880539, 230903805)",10.899999999999975
"(230880539, 917593143)",-7.300000000000012
"(917593143, 230880539)",7.300000000000012
"(917593143, 270855003)",9.100000000000025
"(270855003, 917593143)",-9.100000000000025
"(270855003, 577243087)",-1.8000000000000114
"(577243087, 270855003)",1.8000000000000114
"(577243087, 577243088)",12.699999999999989
"(577243088, 577243087)",-12.699999999999989
"(3866280308, 271053116)",-7.899999999999977
"(271053116, 3866280308)",7.899999999999977
"(271053116, 2396890377)",-2.200000000000045
"(2396890377, 271053116)",2.200000000000045
"(2396890377, 2396890368)",1.0
"(2396890368, 2396890377)",-1.0
"(2396890368, 2396890407)",-6.599999999999965
"(2396890407, 2396890368)",6.599999999999965
"(2396890407, 2396889059)",-3.400000000000034
"(2396889059, 2396890407)",3.400000000000034
"(2396889059, 2396889053)",-3.6999999999999886
"(2396889053, 2396889059)",3.6999999999999886
"(2396889053, 2396890339)",-2.0
"(2396890339, 2396889053)",2.0
"(2396890339, 230741710)",-2.0
"(230741710, 2396890339)",2.0
"(230741710, 230742006)",-0.9000000000000341
"(230742006, 230741710)",0.9000000000000341
"(230742006, 230742025)",-1.099999999999966
"(230742025, 230742006)",1.099999999999966
"(230742025, 230726339)",0.30000000000001137
"(230726339, 230742025)",-0.30000000000001137
"(230726339, 230949677)",-0.10000000000002274
"(230949677, 230726339)",0.10000000000002274
"(230949677, 230953937)",0.0
"(230953937, 230949677)",-0.0
"(230953937, 1223832214)",3.6000000000000227
"(1223832214, 230953937)",-3.6000000000000227
"(1223832214, 230899584)",10.899999999999975
"(230899584, 1223832214)",-10.899999999999975
"(230899584, 230899572)",-0.3999999999999773
"(230899572, 230899584)",0.3999999999999773
"(230741710, 2396890376)",-0.6999999999999886
"(2396890376, 230741710)",0.6999999999999886
"(2396889093, 2396890356)",-0.6000000000000227
"(2396890356, 2396889093)",0.6000000000000227
"(2396890356, 271053109)",-2.3999999999999773
"(271053109, 2396890356)",2.3999999999999773
"(271053109, 271053098)",21.899999999999977
"(271053098, 271053109)",-21.899999999999977
"(271053098, 271053097)",2.400000000000034
"(271053097, 271053098)",-2.400000000000034
"(6394267456, 271053093)",-14.300000000000011
"(271053093, 6394267456)",14.300000000000011
"(271053093, 577243090)",6.899999999999977
"(577243090, 271053093)",-6.899999999999977
"(577243090, 3866280309)",1.1999999999999886
"(3866280309, 577243090)",-1.1999999999999886
"(3866280309, 230811039)",17.300000000000008
"(230811039, 3866280309)",-17.300000000000008
"(230811039, 230747371)",-39.099999999999966
"(230747371, 230811039)",39.099999999999966
"(230747371, 230797402)",3.400000000000034
"(230797402, 230747371)",-3.400000000000034
"(230797402, 230880544)",5.5
"(230880544, 230797402)",-5.5
"(230880544, 230924509)",0.30000000000001137
"(230924509, 230880544)",-0.30000000000001137
"(230924509, 3695686420)",4.600000000000024
"(3695686420, 230924509)",-4.600000000000024
"(3695686420, 230829729)",1.2999999999999543
"(230829729, 3695686420)",-1.2999999999999543
"(230829729, 230939334)",-5.899999999999977
"(230939334, 230829729)",5.899999999999977
"(230939334, 1808806025)",-17.80000000000001
"(1808806025, 230939334)",17.80000000000001
"(1808806025, 230829914)",2.800000000000012
"(230829914, 1808806025)",-2.800000000000012
"(230829914, 230829854)",-0.2999999999999545
"(230829854, 230829914)",0.2999999999999545
"(230829854, 651254093)",-8.100000000000023
"(651254093, 230829854)",8.100000000000023
"(651254093, 651254094)",-4.399999999999976
"(651254094, 651254093)",4.399999999999976
"(651254094, 651254087)",0.19999999999998866
"(651254087, 651254094)",-0.19999999999998866
"(651254087, 230840737)",7.5
"(230840737, 651254087)",-7.5
"(230840737, 230829847)",-9.0
"(230829847, 230840737)",9.0
"(230829847, 230829755)",0.8999999999999773
"(230829755, 230829847)",-0.8999999999999773
"(230829755, 230838654)",-5.799999999999982
"(230838654, 230829755)",5.799999999999982
"(230838654, 651249721)",7.199999999999988
"(651249721, 230838654)",-7.199999999999988
"(651249721, 230839498)",112.7
"(230839498, 651249721)",-112.7
"(230839498, 230839557)",2.900000000000034
"(230839557, 230839498)",-2.900000000000034
"(230839557, 597458038)",5.899999999999977
"(597458038, 230839557)",-5.899999999999977
"(597458038, 597458015)",-0.6999999999999886
"(597458015, 597458038)",0.6999999999999886
"(597458015, 597457964)",-36.69999999999999
"(597457964, 597458015)",36.69999999999999
"(597457964, 597457850)",5.0
"(597457850, 597457964)",-5.0
"(597457850, 597466140)",23.699999999999992
"(597466140, 597457850)",-23.699999999999992
"(597466140, 597466148)",-31.199999999999992
"(597466148, 597466140)",31.199999999999992
"(597466148, 1974692629)",13.199999999999989
"(1974692629, 597466148)",-13.199999999999989
"(1974692629, 232405923)",3.3999999999999773
"(232405923, 1974692629)",-3.3999999999999773
"(232405923, 1974692630)",-8.5
"(1974692630, 232405923)",8.5
"(1974692630, 1974692624)",-5.0
"(1974692624, 1974692630)",5.0
"(1974692624, 597466139)",-0.9000000000000341
"(597466139, 1974692624)",0.9000000000000341
"(597466139, 597473528)",16.300000000000008
"(597473528, 597466139)",-16.300000000000008
"(597473528, 597473434)",-2.300000000000012
"(597473434, 597473528)",2.300000000000012
"(597473434, 597473312)",-39.30000000000001
"(597473312, 597473434)",39.30000000000001
"(597473312, 597473257)",1.5
"(597473257, 597473312)",-1.5
"(597473257, 270877519)",-25.79999999999995
"(270877519, 597473257)",25.79999999999995
"(270877519, 287787193)",-28.300000000000008
"(287787193, 270877519)",28.300000000000008
"(287787193, 287785274)",-12.900000000000036
"(287785274, 287787193)",12.900000000000036
"(287785274, 287785212)",-0.7999999999999545
"(287785212, 287785274)",0.7999999999999545
"(287785212, 497451976)",9.299999999999956
"(497451976, 287785212)",-9.299999999999956
"(497451976, 497451991)",9.600000000000025
"(497451991, 497451976)",-9.600000000000025
"(497451991, 540521037)",-12.899999999999974
"(540521037, 497451991)",12.899999999999974
"(540521037, 540520700)",-35.000000000000036
"(540520700, 540521037)",35.000000000000036
"(540520700, 540520696)",-8.0
"(540520696, 540520700)",8.0
"(540520696, 540520873)",15.0
"(540520873, 540520696)",-15.0
"(540520873, 188462109)",12.599999999999996
"(188462109, 540520873)",-12.599999999999996
"(188462109, 1888749480)",0.30000000000001137
"(1888749480, 188462109)",-0.30000000000001137
"(1888749480, 188514120)",17.399999999999974
"(188514120, 1888749480)",-17.399999999999974
"(188514120, 188393789)",15.200000000000045
"(188393789, 188514120)",-15.200000000000045
"(188393789, 188393731)",1.099999999999966
"(188393731, 188393789)",-1.099999999999966
"(188393789, 188393683)",-7.0
"(188393683, 188393789)",7.0
"(188393683, 188435381)",14.199999999999989
"(188435381, 188393683)",-14.199999999999989
"(188435381, 188435365)",4.0
"(188435365, 188435381)",-4.0
"(188435365, 188403779)",0.8000000000000114
"(188403779, 188435365)",-0.8000000000000114
"(188403779, 188403802)",15.400000000000036
"(188403802, 188403779)",-15.400000000000036
"(188403802, 188397837)",1.7999999999999543
"(188397837, 188403802)",-1.7999999999999543
"(188397837, 188487763)",-4.7999999999999545
"(188487763, 188397837)",4.7999999999999545
"(188487763, 759800415)",19.59999999999997
"(759800415, 188487763)",-19.59999999999997
"(759800415, 759800398)",-4.800000000000012
"(759800398, 759800415)",4.800000000000012
"(759800398, 759800482)",-5.699999999999988
"(759800482, 759800398)",5.699999999999988
"(759800482, 759800431)",-0.30000000000001137
"(759800431, 759800482)",0.30000000000001137
"(759800431, 6900818702)",0.4000000000000341
"(6900818702, 759800431)",-0.4000000000000341
"(6900818702, 6900272654)",2.1999999999999886
"(6900272654, 6900818702)",-2.1999999999999886
"(6900818703, 6900818779)",-3.899999999999977
"(6900818779, 6900818703)",3.899999999999977
"(6900818779, 6900818929)",-2.700000000000045
"(6900818929, 6900818779)",2.700000000000045
"(6900818929, 6900818883)",-0.5999999999999659
"(6900818883, 6900818929)",0.5999999999999659
"(6900818883, 6900272680)",1.5
"(6900272680, 6900818883)",-1.5
"(6900272680, 188553288)",4.199999999999989
"(188553288, 6900272680)",-4.199999999999989
"(188553288, 633565611)",18.69999999999999
"(633565611, 188553288)",-18.69999999999999
"(633565611, 188402023)",-14.800000000000011
"(188402023, 633565611)",14.800000000000011
"(188402023, 188457776)",-14.0
"(188457776, 188402023)",14.0
"(188457776, 188429431)",-8.5
"(188429431, 188457776)",8.5
"(188429431, 187903447)",-20.69999999999999
"(187903447, 188429431)",20.69999999999999
"(187903447, 188553428)",-18.899999999999977
"(188553428, 187903447)",18.899999999999977
"(188553428, 540970518)",-17.0
"(540970518, 188553428)",17.0
"(540970518, 1938252076)",10.099999999999994
"(1938252076, 540970518)",-10.099999999999994
"(1938252076, 186725090)",-3.9000000000000057
"(186725090, 1938252076)",3.9000000000000057
"(186725090, 186714704)",-11.0
"(186714704, 186725090)",11.0
"(186714704, 186723431)",-20.099999999999994
"(186723431, 186714704)",20.099999999999994
"(186723431, 186723048)",13.599999999999996
"(186723048, 186723431)",-13.599999999999996
"(186723048, 186716120)",10.099999999999994
"(186716120, 186723048)",-10.099999999999994
"(186716120, 186716135)",24.90000000000001
"(186716135, 186716120)",-24.90000000000001
"(186716135, 549385804)",12.100000000000026
"(549385804, 186716135)",-12.100000000000026
"(549385804, 322939815)",19.5
"(322939815, 549385804)",-19.5
"(322939815, 1668146125)",9.199999999999989
"(1668146125, 322939815)",-9.199999999999989
"(1668146125, 1668146122)",0.19999999999998866
"(1668146122, 1668146125)",-0.19999999999998866
"(1668146122, 322941640)",-19.69999999999999
"(322941640, 1668146122)",19.69999999999999
"(322941640, 322942094)",-2.1999999999999886
"(322942094, 322941640)",2.1999999999999886
"(322942094, 322942345)",-3.200000000000045
"(322942345, 322942094)",3.200000000000045
"(322942345, 322943455)",0.20000000000004547
"(322943455, 322942345)",-0.20000000000004547
"(322943455, 1668146104)",-7.2000000000000455
"(1668146104, 322943455)",7.2000000000000455
"(1668146104, 322949517)",7.600000000000023
"(322949517, 1668146104)",-7.600000000000023
"(322949517, 322950190)",-5.899999999999977
"(322950190, 322949517)",5.899999999999977
"(322950190, 322957723)",-29.900000000000034
"(322957723, 322950190)",29.900000000000034
"(322957723, 322958875)",19.69999999999999
"(322958875, 322957723)",-19.69999999999999
"(322958875, 413273404)",-6.199999999999988
"(413273404, 322958875)",6.199999999999988
"(413273404, 413273402)",-1.8999999999999773
"(413273402, 413273404)",1.8999999999999773
"(413273402, 413273403)",0.8000000000000114
"(413273403, 413273402)",-0.8000000000000114
"(413273403, 247887214)",4.099999999999966
"(247887214, 413273403)",-4.099999999999966
"(247887214, 413272575)",0.0
"(413272575, 247887214)",-0.0
"(413272575, 413271823)",1.4000000000000343
"(413271823, 413272575)",-1.4000000000000343
"(413271823, 413251367)",1.7999999999999543
"(413251367, 413271823)",-1.7999999999999543
"(413251367, 33320018)",-1.0
"(33320018, 413251367)",1.0
"(33320018, 33549842)",1.1000000000000227
"(33549842, 33320018)",-1.1000000000000227
"(33549842, 415169175)",1.1999999999999886
"(415169175, 33549842)",-1.1999999999999886
"(415169175, 33361036)",1.1000000000000227
"(33361036, 415169175)",-1.1000000000000227
"(415169174, 512315282)",-3.5
"(512315282, 415169174)",3.5
"(512315282, 415168784)",-0.30000000000001137
"(415168784, 512315282)",0.30000000000001137
"(415168784, 415168786)",2.5
"(415168786, 415168784)",-2.5
"(415168786, 33313718)",7.300000000000012
"(33313718, 415168786)",-7.300000000000012
"(33313718, 33750529)",-1.5
"(33750529, 33313718)",1.5
"(33750529, 34634773)",-2.800000000000012
"(34634773, 33750529)",2.800000000000012
"(34634773, 512438284)",-8.899999999999975
"(512438284, 34634773)",8.899999999999975
"(512438284, 503626094)",-3.0
"(503626094, 512438284)",3.0
"(503626094, 503629309)",7.599999999999965
"(503629309, 503626094)",-7.599999999999965
"(503629309, 503628607)",-4.399999999999976
"(503628607, 503629309)",4.399999999999976
"(503628607, 415167888)",8.800000000000011
"(415167888, 503628607)",-8.800000000000011
"(415167888, 2016984421)",6.699999999999988
"(2016984421, 415167888)",-6.699999999999988
"(2016984421, 415167907)",-9.400000000000034
"(415167907, 2016984421)",9.400000000000034
"(415167907, 33313247)",-0.5999999999999659
"(33313247, 415167907)",0.5999999999999659
"(33313247, 6788465524)",-1.6000000000000227
"(6788465524, 33313247)",1.6000000000000227
"(6788465524, 415167400)",6.600000000000023
"(415167400, 6788465524)",-6.600000000000023
"(415167400, 1696968667)",1.8999999999999773
"(1696968667, 415167400)",-1.8999999999999773
"(1696968667, 2015677691)",6.900000000000035
"(2015677691, 1696968667)",-6.900000000000035
"(2015677691, 470825756)",-3.1000000000000227
"(470825756, 2015677691)",3.1000000000000227
"(470825756, 470838251)",-8.0
"(470838251, 470825756)",8.0
"(470838251, 470838668)",4.600000000000024
"(470838668, 470838251)",-4.600000000000024
"(470838668, 34497967)",-3.7000000000000455
"(34497967, 470838668)",3.7000000000000455
"(34497967, 4210557790)",-6.899999999999977
"(4210557790, 34497967)",6.899999999999977
"(34653054, 33744485)",-2.1000000000000227
"(33744485, 34653054)",2.1000000000000227
"(33744485, 33319857)",-14.699999999999989
"(33319857, 33744485)",14.699999999999989
"(33319857, 465534614)",-10.199999999999989
"(465534614, 33319857)",10.199999999999989
"(465534614, 188045381)",13.800000000000011
"(188045381, 465534614)",-13.800000000000011
"(188045381, 470847865)",0.3999999999999773
"(470847865, 188045381)",-0.3999999999999773
"(470847865, 188062765)",-2.5999999999999943
"(188062765, 470847865)",2.5999999999999943
"(188062765, 469362905)",2.0
"(469362905, 188062765)",-2.0
"(469362905, 469329044)",-4.0
"(469329044, 469362905)",4.0
"(469329044, 469329045)",2.800000000000012
"(469329045, 469329044)",-2.800000000000012
"(469329045, 469457816)",-1.0
"(469457816, 469329045)",1.0
"(469355248, 469457278)",12.400000000000004
"(469457278, 469355248)",-12.400000000000004
"(469362905, 188042804)",3.4000000000000057
"(188042804, 469362905)",-3.4000000000000057
"(469457816, 539723214)",5.699999999999988
"(539723214, 469457816)",-5.699999999999988
"(539723214, 469362904)",2.300000000000012
"(469362904, 539723214)",-2.300000000000012
"(469362904, 469457243)",6.099999999999994
"(469457243, 469362904)",-6.099999999999994
"(469327811, 469457278)",-13.099999999999996
"(469457278, 469327811)",13.099999999999996
"(469457278, 469355254)",-11.699999999999989
"(469355254, 469457278)",11.699999999999989
"(469355254, 465510908)",12.099999999999996
"(465510908, 469355254)",-12.099999999999996
"(465510908, 465510917)",-3.300000000000012
"(465510917, 465510908)",3.300000000000012
"(465510917, 465534733)",-1.0
"(465534733, 465510917)",1.0
"(465534733, 465524533)",5.700000000000018
"(465524533, 465534733)",-5.700000000000018
"(465524533, 465524573)",2.0
"(465524573, 465524533)",-2.0
"(465524573, 470843295)",3.899999999999977
"(470843295, 465524573)",-3.899999999999977
"(4210557791, 470832483)",5.900000000000006
"(470832483, 4210557791)",-5.900000000000006
"(470832483, 470832495)",4.200000000000017
"(470832495, 470832483)",-4.200000000000017
"(470832495, 470836127)",-0.6999999999999886
"(470836127, 470832495)",0.6999999999999886
"(470836127, 470825443)",9.599999999999966
"(470825443, 470836127)",-9.599999999999966
"(470825443, 470821576)",2.1999999999999886
"(470821576, 470825443)",-2.1999999999999886
"(470821576, 415149701)",-5.5
"(415149701, 470821576)",5.5
"(415149701, 491892787)",-7.199999999999988
"(491892787, 415149701)",7.199999999999988
"(491892787, 415167891)",1.6999999999999886
"(415167891, 491892787)",-1.6999999999999886
"(415167891, 415167892)",5.100000000000024
"(415167892, 415167891)",-5.100000000000024
"(415167892, 2016984407)",9.600000000000025
"(2016984407, 415167892)",-9.600000000000025
"(2016984407, 415167935)",-5.600000000000024
"(415167935, 2016984407)",5.600000000000024
"(415167935, 503626926)",2.8999999999999773
"(503626926, 415167935)",-2.8999999999999773
"(503626926, 503625972)",-9.199999999999989
"(503625972, 503626926)",9.199999999999989
"(503625972, 503629645)",8.699999999999989
"(503629645, 503625972)",-8.699999999999989
"(503629645, 415168205)",-13.099999999999964
"(415168205, 503629645)",13.099999999999964
"(415168205, 415168206)",9.699999999999989
"(415168206, 415168205)",-9.699999999999989
"(415168206, 415168800)",1.3999999999999773
"(415168800, 415168206)",-1.3999999999999773
"(415168800, 547011784)",-4.399999999999976
"(547011784, 415168800)",4.399999999999976
"(547011784, 415168871)",11.800000000000011
"(415168871, 547011784)",-11.800000000000011
"(415168871, 1936234958)",-6.300000000000012
"(1936234958, 415168871)",6.300000000000012
"(1936234958, 1936234994)",-0.30000000000001137
"(1936234994, 1936234958)",0.30000000000001137
"(1936234994, 415168830)",-5.600000000000024
"(415168830, 1936234994)",5.600000000000024
"(415168830, 415168819)",-8.5
"(415168819, 415168830)",8.5
"(415168819, 415168811)",-10.800000000000011
"(415168811, 415168819)",10.800000000000011
"(415168811, 415168837)",15.5
"(415168837, 415168811)",-15.5
"(415168837, 1001588903)",16.199999999999992
"(1001588903, 415168837)",-16.199999999999992
"(1001588903, 1001589053)",-19.0
"(1001589053, 1001588903)",19.0
"(1001589053, 1001588905)",6.600000000000023
"(1001588905, 1001589053)",-6.600000000000023
"(1001588905, 1001589064)",3.5
"(1001589064, 1001588905)",-3.5
"(1001589064, 1001588899)",-0.5
"(1001588899, 1001589064)",0.5
"(1001588899, 770741794)",-7.800000000000012
"(770741794, 1001588899)",7.800000000000012
"(770741794, 770741804)",5.199999999999988
"(770741804, 770741794)",-5.199999999999988
"(770741804, 770726752)",0.6999999999999886
"(770726752, 770741804)",-0.6999999999999886
"(770726752, 770700036)",-0.8999999999999773
"(770700036, 770726752)",0.8999999999999773
"(770700036, 1685304168)",-8.599999999999994
"(1685304168, 770700036)",8.599999999999994
"(1685304168, 770699786)",-2.0999999999999943
"(770699786, 1685304168)",2.0999999999999943
"(770699786, 6878210859)",4.600000000000024
"(6878210859, 770699786)",-4.600000000000024
"(6878210859, 770612777)",10.699999999999989
"(770612777, 6878210859)",-10.699999999999989
"(770612777, 6878107186)",0.7000000000000455
"(6878107186, 770612777)",-0.7000000000000455
"(6878107186, 6876426587)",-3.300000000000012
"(6876426587, 6878107186)",3.300000000000012
"(6876426587, 6876426598)",1.8000000000000114
"(6876426598, 6876426587)",-1.8000000000000114
"(6876426598, 6876426617)",1.6000000000000227
"(6876426617, 6876426598)",-1.6000000000000227
"(6876426617, 6876238667)",-7.100000000000023
"(6876238667, 6876426617)",7.100000000000023
"(6876238667, 33851096)",0.5
"(33851096, 6876238667)",-0.5
"(33851096, 595898832)",3.6999999999999886
"(595898832, 33851096)",-3.6999999999999886
"(595898832, 595898854)",-4.100000000000024
"(595898854, 595898832)",4.100000000000024
"(595898854, 595911078)",-17.299999999999983
"(595911078, 595898854)",17.299999999999983
"(595911078, 1805573054)",2.9000000000000057
"(1805573054, 595911078)",-2.9000000000000057
"(1805573054, 708315983)",15.0
"(708315983, 1805573054)",-15.0
"(708315983, 719857201)",-2.1000000000000227
"(719857201, 708315983)",2.1000000000000227
"(719857201, 719810696)",0.0
"(719810696, 719857201)",-0.0
"(719810696, 33757415)",-1.1999999999999886
"(33757415, 719810696)",1.1999999999999886
"(33757415, 33523591)",-13.099999999999996
"(33523591, 33757415)",13.099999999999996
"(33523591, 581388507)",12.999999999999973
"(581388507, 33523591)",-12.999999999999973
"(581388507, 246580255)",3.1999999999999886
"(246580255, 581388507)",-3.1999999999999886
"(246580255, 462044029)",8.200000000000045
"(462044029, 246580255)",-8.200000000000045
"(462044029, 755072448)",2.0
"(755072448, 462044029)",-2.0
"(462044020, 33357342)",3.3999999999999773
"(33357342, 462044020)",-3.3999999999999773
"(33357342, 33357222)",-4.600000000000024
"(33357222, 33357342)",4.600000000000024
"(33357222, 33357711)",-3.0
"(33357711, 33357222)",3.0
"(33357711, 34515878)",1.4000000000000343
"(34515878, 33357711)",-1.4000000000000343
"(34515878, 33323800)",12.699999999999989
"(33323800, 34515878)",-12.699999999999989
"(33323800, 33323569)",12.0
