('54197', [-1.4862292198533746, -0.022488209690081074, -0.10082657025816485, 0.043779853547864934, -0.5618726985163799, -1.3963158317791409], [10, 3, 1, 2, 0, 0, 0], 125.74435424804688, 125.74435424804688)
('53699', [-1.4862292198533746, -0.022488209690081074, -0.4760633197762514, 0.06346722918818075, -0.2810422327788839, -1.3949098001381837], [11, 3, 1, 4, 0, 0, 2], 57.22164535522461, 182.96599960327148)
('42095', [-1.4862292198533746, -0.022488209690081074, 0.0225848077888043, -0.013537027723835183, -0.6619643289220158, -1.3663762875508356], [13, 3, 1, 4, 0, 2, 2], 35.724674224853516, 218.690673828125)
('54192', [-1.4862292198533746, -0.022488209690081074, 0.046900789418115936, -3.233896228892474, -0.5688571485476717, 1.0755915648682302], [13, 3, 1, 2, 0, 2, 0], 38.863258361816406, 257.5539321899414)
('54196', [-1.4862292198533746, -0.022488209690081074, 0.0714696275631181, -0.049509475366877984, -0.5679050757901964, 1.0663466623065063], [13, 3, 1, 2, 0, 0, 2], 36.92722702026367, 294.4811592102051)
('54204', [-1.4862292198533746, -0.022488209690081074, -0.1381031881556347, 3.2132744549344174, -0.5450132612796477, -1.3962351515372209], [11, 3, 1, 2, 0, 2, 6], 63.6911506652832, 358.1723098754883)
('21427', [-1.4862292198533746, -0.022488209690081074, 0.0018192564097997829, 1.799656862528157, -0.5957454545169245, -0.9144656238596326], [11, 3, 1, 2, 0, 6, 2], 68.63774871826172, 426.81005859375)
('53702', [-1.4862292198533746, -0.022488209690081074, -0.05106719170934951, -3.1715321867928137, -0.5437966008605021, 1.639114919406382], [13, 3, 1, 4, 0, 2, 2], 75.93291473388672, 502.7429733276367)
('60383', [-1.4862292198533746, -0.022488209690081074, -0.030252924854846968, 0.04289435217955364, -0.5799122631478428, -1.766682816683089], [13, 3, 1, 4, 0, 2, 0], 27.71810531616211, 530.4610786437988)
('62506', [-1.4862292198533746, -0.022488209690081074, -0.020355564081953086, 0.599998219759428, -0.634750546917068, -1.7112098759358612], [13, 3, 1, 2, 0, 0, 2], 52.09716033935547, 582.5582389831543)
('15258', [-1.4862292198533746, -0.022488209690081074, -0.038631986641240956, 0.08249830426281525, -0.5886768678233442, 1.7287238355399244], [18, 3, 1, 2, 0, 2, 0], 27.696739196777344, 610.2549781799316)
('58090', [-0.0037701724725383097, -0.022488209690081074, -0.035385448166697246, -0.08494230685271544, -0.6032247609698342, 1.696997448279529], [18, 3, 1, 0, 0, 0, 0], 28.07720375061035, 638.332181930542)
('58096', [-0.0037701724725383097, -0.022488209690081074, -0.4144730400340183, 0.042552979639676136, -0.40749963619850726, -1.4051878140123308], [18, 3, 1, 0, 0, 0, 0], 25.758197784423828, 664.0903797149658)
('58098', [-0.0037701724725383097, -0.022488209690081074, -3.0357089501726113, 0.03370120605879201, -0.4664650446652526, -1.1583206476860508], [18, 3, 1, 0, 1, 0, 0], 98.66581726074219, 762.756196975708)
('58081', [0.3668445893726708, -0.022488209690081074, 2.8633871654777825, 0.1466534175339966, -0.3963603849360475, -1.1301860301657076], [20, 3, 1, 3, 1, 0, 4], 75.84795379638672, 838.6041507720947)
('58083', [0.3668445893726708, -0.022488209690081074, 0.8566366644028873, -0.057784773915462655, 0.4362914510340687, -0.9131797803348712], [20, 3, 1, 3, 1, 4, 0], 75.44734191894531, 914.05149269104)
('58072', [0.3668445893726708, -0.022488209690081074, -0.2549878523775735, 0.11531720786790677, -0.541114191219383, -0.8413661348945529], [20, 3, 1, 3, 0, 0, 4], 43.586360931396484, 957.6378536224365)
('58074', [0.3668445893726708, -0.022488209690081074, 0.911996002849914, 0.10350432287176313, -0.3064360059311698, -0.723978750525894], [20, 3, 1, 3, 0, 4, 4], 63.460113525390625, 1021.0979671478271)
('58036', [0.3668445893726708, -0.022488209690081074, -0.3949334947884827, 0.01239044443291343, 0.17746050836232505, -0.8652200717080105], [20, 3, 1, 3, 1, 4, 4], 63.349246978759766, 1084.447214126587)
('58029', [0.3668445893726708, -0.022488209690081074, -0.21416428390661602, -0.0771576514031594, -0.2334507725799294, -0.9340317135581331], [18, 3, 1, 0, 0, 4, 0], 103.3560791015625, 1187.8032932281494)
('58031', [0.3668445893726708, -0.022488209690081074, 0.9392221541943473, 0.1019659797015128, 0.6261569001015396, -1.2271280108684472], [20, 3, 1, 2, 0, 0, 0], 83.05921173095703, 1270.8625049591064)
('64452', [0.3668445893726708, -0.022488209690081074, -0.0873834188040608, 0.581456372955933, 0.36853708254221224, -1.5339213656546644], [20, 3, 1, 4, 0, 0, 4], 101.97777557373047, 1372.840280532837)
('68309', [0.3668445893726708, -0.022488209690081074, 0.6158488278098627, 0.04431748062986525, 0.3217947383955642, -1.6457591584313322], [20, 3, 1, 4, 1, 4, 0], 71.20731353759766, 1444.0475940704346)
('68319', [0.3668445893726708, -0.022488209690081074, -0.36210738354583494, 0.04419328011396828, -0.5002824475985023, 1.7194428906475332], [20, 3, 1, 4, 0, 0, 4], 53.49698257446289, 1497.5445766448975)
