,latitude,longitude
33363086,44.91898,-93.436066
33363104,44.994873,-93.341362
33363109,44.994869,-93.344093
33363114,44.899227,-93.487762
33363134,44.811695,-93.380508
33363147,44.9999168,-93.3199243
33363166,44.9591164,-93.3102121
33363173,44.8344157,-93.3528699
33363198,44.9843598,-93.2455005
33363215,44.912487,-93.265198
33363221,44.9717494,-93.2494343
33363223,44.9848036,-93.2433181
33363228,44.873638,-93.314963
33363229,44.99918,-93.320747
33363234,44.931713,-93.378334
33363257,44.9853454,-93.2447201
33363266,44.9618341,-93.2548279
33363269,44.9618416,-93.2535289
33363292,44.930862,-93.484993
33363308,44.8906466,-93.4030324
33363328,44.961758,-93.306244
33363338,44.88885,-93.2794079
33363345,44.9339535,-93.3777614
33363358,44.9343156,-93.2035252
33363371,44.892441,-93.478302
33363378,45.003028,-93.4030829
33363382,44.9535942,-93.3261978
33363406,44.9878973,-93.2202919
33363414,44.898006,-93.320099
33363415,44.987911,-93.219086
33363423,44.8978027,-93.2323773
33363424,44.897861,-93.487831
33363437,44.819054,-93.293655
33363449,44.9853136,-93.2177916
33363456,44.81337,-93.293594
33363457,44.8705469,-93.2152064
33363462,44.8708936,-93.2158237
33363483,44.932293,-93.2486
33363484,44.898975,-93.486671
33368136,44.9304777,-93.2498639
33368150,44.897103,-93.4885088
33368165,44.927704,-93.470026
33368169,44.927216,-93.470055
33368172,44.8831738,-93.1920751
33368179,44.919659,-93.473068
33368183,44.8834858,-93.2997169
33368186,44.9680589,-93.2764562
33368190,44.9680659,-93.27782
33368198,44.807167,-93.343658
33368213,44.9730114,-93.288021
33368217,44.8456388,-93.4192244
33368222,44.8454744,-93.4198218
33368225,44.8923561,-93.2781038
33368244,44.9529843,-93.4159453
33368259,44.9538567,-93.416008
33368266,44.8098012,-93.3392831
33368275,44.892349,-93.279388
33368276,44.893753,-93.279381
33368278,44.8615731,-93.4254406
33368280,44.951553,-93.392052
33368285,44.8911871,-93.2800043
33368288,44.851282,-93.4233374
33368293,44.854073,-93.431305
33368301,44.8476351,-93.4183093
33368305,44.9179087,-93.2511334
33368310,44.8911577,-93.3995134
33368313,44.892529,-93.475304
33368316,44.892489,-93.473975
33368319,44.891491,-93.28067
33368330,45.0042573,-93.403183
33368340,44.9343174,-93.2031484
33368377,44.9491985,-93.390945
33368379,44.895638,-93.47525
33368380,45.0035525,-93.4029293
33368400,44.989643,-93.347541
33368401,44.793827,-93.351776
33368411,44.989643,-93.349159
33368412,44.840767,-93.249146
33368414,44.932133,-93.377102
33368422,44.793346,-93.356262
33368423,44.9139734,-93.3412057
33368427,44.9275913,-93.345235
33368434,44.9179113,-93.2524069
33368451,44.991684,-93.207771
33368456,44.9234306,-93.2051077
33368458,44.9955502,-93.2076984
33368483,44.9216121,-93.2076611
33368500,44.9117901,-93.3524166
33368503,44.923433,-93.20636
33368514,44.8066796,-93.3836163
33368522,44.922028,-93.472939
33368556,44.846153,-93.24984
33368563,44.8763653,-93.321231
33368564,44.846153,-93.249176
33368566,44.870914,-93.249156
33368574,44.874851,-93.33271
33368597,44.9182062,-93.3581221
33368623,44.872735,-93.314968
33368628,44.8817734,-93.2873884
33368638,44.870914,-93.24791
33368645,44.8396657,-93.3444994
33368649,44.9519728,-93.2461219
33368658,44.870927,-93.314978
33368677,44.818138,-93.298721
33368681,44.8628294,-93.4928221
33368701,44.822678,-93.293762
33368710,44.9484866,-93.3274534
33368714,44.872734,-93.313698
33368719,44.949941,-93.326233
33368736,44.8068514,-93.3821553
33368746,44.8059557,-93.3076588
33368752,44.9860913,-93.2203075
33368753,44.9600141,-93.2523603
33368754,45.003681,-93.284927
33368755,44.962727,-93.254845
33368756,45.002575,-93.284927
33368758,44.96274,-93.25396
33368767,44.9570834,-93.3125803
33368778,44.9342782,-93.4192381
33368783,44.915493,-93.475548
33368799,44.9861104,-93.2191598
33368813,44.8896527,-93.2781212
33368814,44.9487543,-93.3932903
33368815,44.9488614,-93.3922286
33368828,44.9886417,-93.249708
33368829,44.911419,-93.475494
33368844,44.987129,-93.2177727
33368845,44.9579103,-93.311695
33368849,44.9609417,-93.2535325
33368862,44.9600111,-93.2535422
33368867,44.9609387,-93.2548385
33368869,44.926203,-93.42272
33368871,44.935052,-93.4057204
33368898,45.0,-93.37278
33368908,44.907163,-93.470347
33368912,44.988087,-93.248306
33368921,44.891576,-93.3719038
33368923,44.814396,-93.358383
33368933,44.974106,-93.488297
33368947,44.829479,-93.335754
33368953,44.942753,-93.394508
33368954,44.885275,-93.301022
33368962,44.889759,-93.493391
33368964,44.8843315,-93.3834624
33368971,44.9251896,-93.3417034
33368978,44.944725,-93.394287
33368981,44.918697,-93.468872
33368982,44.9216095,-93.2063989
33368985,45.0010246,-93.3734683
33368986,45.001026,-93.372986
33368997,44.908627,-93.494682
33369000,44.917462,-93.3304362
33369018,44.9413647,-93.360855
33369020,44.9213829,-93.2908743
33369026,44.9231907,-93.2895933
33369028,44.9776349,-93.2679313
33369031,44.829029,-93.335571
33369039,44.883491,-93.3009939
33369047,44.91613,-93.332237
33369055,44.8253488,-93.3368693
33369063,44.9899077,-93.2077967
33369064,44.9216027,-93.2044188
33369066,44.8637164,-93.4096383
33369076,44.9268111,-93.2882984
33369085,44.844337,-93.255524
33369086,44.9770456,-93.2665671
33369104,44.840755,-93.254234
33369108,44.978622,-93.267075
33369115,44.916126,-93.330269
33369120,44.971821,-93.272751
33369121,44.889744,-93.49588
33369140,44.986103,-93.249885
33369147,44.9900539,-93.2613457
33369148,44.9854719,-93.2482867
33369153,44.908813,-93.274208
33369161,44.997536,-93.35817
33369172,44.9780482,-93.2657148
33369195,44.941105,-93.3605188
33369210,44.8917661,-93.2800103
33369219,44.984989,-93.355125
33369221,44.8937598,-93.2781171
33369230,44.9215295,-93.2638494
33369235,44.897072,-93.245056
33369236,44.9197273,-93.2651656
33369238,44.9689195,-93.2764737
33369240,44.8263492,-93.3323157
33369252,44.897968,-93.245049
33369259,44.881683,-93.302284
33369262,44.9087878,-93.2759672
33369295,44.9489373,-93.3917327
33369296,44.8942544,-93.278133
33369309,44.8113492,-93.3805327
33369312,44.891495,-93.280006
33369321,44.895618,-93.278099
33369327,44.9269465,-93.2637693
33369328,44.9269529,-93.2650177
33369331,44.9689211,-93.277817
33369344,44.921533,-93.265121
33369352,44.974419,-93.307068
33369359,44.9751898,-93.3056242
33369364,44.991648,-93.2102178
33369366,44.9187655,-93.350296
33369380,44.9201411,-93.4418016
33369407,44.92514,-93.263801
33369409,44.826576,-93.396034
33369414,44.826706,-93.396034
33369426,45.00258,-93.283379
33369427,44.9184185,-93.3539049
33369438,44.9628383,-93.3156882
33369441,44.984383,-93.352737
33369463,44.9612555,-93.3141095
33369466,45.0017105,-93.2397354
33369493,44.872712,-93.249151
33369506,44.9753141,-93.2624733
33369510,45.0017177,-93.2384394
33369585,44.812973,-93.417458
33369586,44.81245,-93.417801
33369591,44.842556,-93.249138
33369592,44.9402223,-93.3316617
33369596,44.897958,-93.24633
33369599,44.897953,-93.246925
33369602,44.9763265,-93.2616406
33369640,44.9758949,-93.2638352
33369647,44.991943,-93.433571
33369648,44.99226,-93.433075
33369682,44.843456,-93.252975
33369684,44.841995,-93.483414
33369685,44.842266,-93.483177
33369697,44.876343,-93.330025
33369725,45.0025768,-93.2818234
33369730,44.867322,-93.249166
33369732,44.967731,-93.405563
33369742,44.9999756,-93.2147564
33369754,44.834156,-93.360374
33369775,44.9870987,-93.2491192
33369779,44.971185,-93.403624
33369782,44.970863,-93.403412
33369783,44.966702,-93.405563
33369786,44.937958,-93.405731
33369788,44.834232,-93.361359
33369803,44.989713,-93.305733
33369824,44.9864675,-93.2474943
33369830,44.8731837,-93.3947283
33369836,44.8728584,-93.3946649
33369844,44.9399572,-93.3628231
33369896,44.87635,-93.31749
33369904,44.8517,-93.333328
33369930,44.801128,-93.350464
33369931,44.7979656,-93.3504823
33369940,44.8645353,-93.2230151
33369947,44.837391,-93.359032
33369958,44.940414,-93.382019
33369964,44.995216,-93.214043
33369975,44.876358,-93.341843
33369983,44.877671,-93.341836
33369996,44.83733,-93.360031
33370004,44.838193,-93.360178
33370012,44.904659,-93.4953
33370026,44.83506,-93.358932
33370087,44.845257,-93.249168
33370099,44.843441,-93.25425
33370101,44.9951311,-93.2215389
33370109,44.876354,-93.343091
33370137,44.969685,-93.37619
33370140,44.869118,-93.249161
33370141,44.842552,-93.252968
33370144,44.814384,-93.359772
33370146,44.844349,-93.254257
33370151,44.8598053,-93.4043692
33370155,44.816948,-93.358414
33370156,44.840757,-93.252968
33370158,44.81876,-93.358444
33370196,44.975071,-93.383797
33370197,44.9739309,-93.3849627
33370203,44.869118,-93.24791
33370204,44.84436,-93.249161
33370530,44.9219896,-93.4347285
33370537,44.836391,-93.358681
33370539,44.835606,-93.358536
33370541,44.9952504,-93.2116508
33370548,45.000191,-93.475998
33370592,44.8655297,-93.3356222
33370593,44.866531,-93.335976
33370599,44.866951,-93.335022
33370606,44.8655088,-93.2947547
33370607,44.9785545,-93.3373962
33370614,44.9795252,-93.3559644
33370626,44.8615748,-93.2830207
33370631,44.9780894,-93.3562077
33370632,44.9764779,-93.2652014
33370640,44.876308,-93.273064
33370654,44.9702358,-93.2242792
33370655,45.0010261,-93.4719311
33370662,44.914337,-93.457695
33370669,44.92952,-93.395607
33370671,44.958797,-93.439697
33370675,44.8167,-93.427132
33370686,44.9784292,-93.3360137
33370699,44.853361,-93.261866
33370701,44.8550613,-93.232619
33370703,44.9213887,-93.2921372
33370714,44.989246,-93.441269
33370740,44.87209,-93.45085
33370748,44.9676321,-93.3826568
33370754,44.867325,-93.247917
33370757,44.814377,-93.360649
33370759,44.876308,-93.269279
33370761,44.847946,-93.263199
33370766,44.954899,-93.370903
33370784,44.876308,-93.270531
33370809,44.9112191,-93.3491286
33370833,44.852711,-93.334297
33370838,44.8517,-93.334122
33370842,44.922242,-93.4811765
33370856,44.9264733,-93.3441778
33370892,44.874058,-93.261734
33370894,44.929855,-93.396278
33370895,44.9306564,-93.3963018
33370897,44.851556,-93.261878
33370905,44.9814401,-93.4409366
33370927,44.960732,-93.431747
33370931,44.8716646,-93.2173483
33370934,44.927425,-93.453949
33370945,44.817177,-93.426849
33370948,44.8837252,-93.3929118
33370950,44.930027,-93.453812
33370971,45.0017185,-93.2371684
33370981,44.960061,-93.441931
33370986,44.987873,-93.442032
33371004,45.0005313,-93.2384478
33371016,44.9197289,-93.2664186
33371024,44.876308,-93.271797
33371143,44.987984,-93.440346
33371168,44.91523,-93.45771
33371175,44.874058,-93.260468
33371185,44.9649922,-93.3577286
33371187,44.883953,-93.393623
33371189,44.8836637,-93.3953473
33371190,44.965694,-93.359619
33371193,44.8763057,-93.267995
33371229,44.9869861,-93.2712934
33371232,44.9251,-93.2321457
33371235,44.819061,-93.272186
33371251,44.9251134,-93.2359843
33371255,44.9812521,-93.2747731
33371260,44.876133,-93.494217
33371267,44.847946,-93.261902
33371268,44.837116,-93.2594001
33371284,44.9814526,-93.425907
33371314,44.983276,-93.445343
33371353,44.9269064,-93.232147
33371358,45.0015104,-93.2941275
33371360,45.0026072,-93.2941249
33371362,44.9651626,-93.26104
33371363,44.842636,-93.442383
33371370,44.8263645,-93.2632327
33371396,44.974503,-93.452583
33371399,44.827553,-93.384613
33371439,44.921533,-93.266387
33371440,44.8740057,-93.3310147
33371452,44.9975261,-93.4711161
33371460,44.984192,-93.445015
33371485,44.8292204,-93.3933974
33371490,44.976318,-93.411446
33371496,44.82798,-93.396782
33371501,44.9651614,-93.2596809
33371502,44.9991627,-93.2971789
33371525,45.000267,-93.297165
33371526,44.901484,-93.332916
33371530,45.0026127,-93.2956461
33371536,44.997409,-93.2956565
33371537,44.9366751,-93.4305634
33371547,44.90873,-93.302292
33371551,44.9794456,-93.2880502
33371562,44.900696,-93.333488
33371566,44.9087483,-93.2695194
33371568,44.9059289,-93.4627164
33371571,44.8197497,-93.3933951
33371577,44.90733,-93.27153
33371586,44.9341463,-93.2727266
33371588,44.9033767,-93.4676825
33371596,44.892601,-93.49366
33371600,44.86732,-93.250423
33371614,44.842823,-93.4431
33371617,44.8432715,-93.4429617
33371629,44.901688,-93.334091
33371632,44.985351,-93.230377
33371639,44.827377,-93.270866
33371646,45.0015134,-93.2956492
33371649,44.971287,-93.436043
33371658,44.943364,-93.2035506
33371661,44.9728489,-93.4460789
33371671,44.9069318,-93.3035741
33371697,45.0001759,-93.3968021
33371700,44.8136891,-93.2785333
33371740,45.0001976,-93.3980991
33371745,44.854736,-93.381584
33371759,44.820469,-93.395683
33371760,44.890713,-93.255463
33371761,44.924355,-93.416374
33371769,44.937756,-93.271461
33371773,44.935944,-93.272736
33371782,44.90884,-93.270927
33371785,44.8926304,-93.252428
33371786,44.922477,-93.41538
33371787,44.922523,-93.416588
33371794,44.9677425,-93.4440645
33371795,44.897526,-93.383781
33371811,44.9803826,-93.2759802
33371840,44.9268145,-93.2895627
33371841,44.9192948,-93.4400534
33371845,44.982056,-93.437675
33371866,44.9819567,-93.4379835
33371879,44.963942,-93.261051
33371880,44.9362362,-93.43295
33371881,44.8428471,-93.4808676
33371884,44.9991646,-93.2956572
33371886,44.997417,-93.299435
33371889,44.9842979,-93.2242387
33371897,44.9087462,-93.3048579
33371903,44.9087415,-93.3035826
33371951,44.9843148,-93.2228757
33371952,44.9714939,-93.4540963
33371956,44.963944,-93.2596777
33371959,44.9860613,-93.2228672
33371979,45.0018396,-93.3803223
33371987,44.9840161,-93.2853004
33371991,44.9021578,-93.4650103
33371993,44.826267,-93.27076
33371997,44.917847,-93.442902
33371998,44.9231937,-93.2908622
33371999,44.844345,-93.258064
33372000,44.9250072,-93.289578
33372001,44.9194968,-93.4409815
33372002,44.918087,-93.44471
33372005,44.9771094,-93.3031424
33372011,44.9740536,-93.3028507
33372016,44.841648,-93.256798
33372017,44.9740659,-93.304757
33372019,44.8445988,-93.4773156
33372041,44.9963247,-93.2994266
33372058,45.0000006,-93.3803259
33372072,44.819424,-93.396423
33372111,44.8655259,-93.2504412
33372123,44.831678,-93.267039
33372132,45.004139,-93.491722
33372141,44.9450886,-93.2038712
33372143,44.97366,-93.450577
33372153,44.826267,-93.271439
33372216,44.835302,-93.267019
33372217,44.8728106,-93.4013853
33372220,44.8729318,-93.3999562
33372237,44.972313,-93.383736
33372249,44.9169938,-93.4349431
33372259,45.0022987,-93.2167119
33372261,44.876427,-93.364647
33372273,44.912457,-93.320122
33372275,44.9963395,-93.3044638
33372283,44.806984,-93.334633
33372290,44.984009,-93.312103
33372299,44.843079,-93.412712
33372302,44.976032,-93.33625
33372345,44.968135,-93.4817939
33372410,44.844021,-93.256409
33372413,44.9191887,-93.442789
33372416,44.985348,-93.226929
33372417,44.962719,-93.2596744
33372418,44.9069377,-93.304848
33372422,44.9974108,-93.294102
33372423,44.9772498,-93.3375402
33372433,44.936314,-93.433212
33372440,44.8263448,-93.310075
33372459,44.853359,-93.26313
33372460,44.8335481,-93.2971806
33372462,44.853649,-93.26313
33372471,44.9941606,-93.3057211
33372474,44.80629,-93.298584
33372484,44.914268,-93.3188608
33372492,44.9164177,-93.2271026
33372493,44.99332,-93.3082338
33372494,44.8335578,-93.3011512
33372495,44.9706434,-93.446738
33372544,44.930283,-93.4552
33372606,44.8631781,-93.3639364
33372610,44.9703945,-93.4452139
33372653,44.9549272,-93.3545514
33372669,44.9548047,-93.3496363
33372685,44.828571,-93.402832
33372688,44.869118,-93.250412
33372693,44.896324,-93.385956
33372705,44.82896,-93.402451
33372710,44.9124449,-93.2677886
33372712,44.9359628,-93.2714511
33372717,44.8924388,-93.2781015
33372730,44.932133,-93.43158
33372732,44.8930633,-93.4927431
33372738,44.814415,-93.309013
33372744,44.814438,-93.311569
33372747,44.914158,-93.302296
33372753,44.934559,-93.431427
33372756,44.914154,-93.301029
33372758,44.9433596,-93.2031031
33372765,44.855089,-93.2357466
33372766,44.811897,-93.311653
33372776,44.819054,-93.284821
33372785,44.8767195,-93.3646615
33372786,44.925108,-93.2334007
33372799,44.9109821,-93.4787573
33372808,44.994158,-93.3069811
33372847,44.819061,-93.272072
33372861,44.995229,-93.3057179
33372908,44.824543,-93.271744
33372966,44.8534072,-93.2998606
33372969,44.926964,-93.335861
33372970,44.8842693,-93.4180205
33373055,44.828228,-93.405846
33373089,44.829651,-93.353859
33373090,44.924942,-93.317451
33373098,45.0026922,-93.4444116
33373099,45.0025777,-93.4447151
33373126,44.8337916,-93.3157613
33373127,44.8362549,-93.3552529
33373134,44.959354,-93.401863
33373137,44.892517,-93.264099
33373143,44.820137,-93.341377
33373155,44.912324,-93.294624
33373166,44.951775,-93.426941
33373177,45.0031039,-93.3032889
33373182,44.869102,-93.263023
33373185,44.929844,-93.447693
33373193,44.910522,-93.295921
33373210,44.910445,-93.296093
33373211,44.951302,-93.427139
33373224,44.99522,-93.304467
33373232,44.912449,-93.318855
33373283,44.926968,-93.336762
33373286,44.8933328,-93.2947306
33373293,45.003724,-93.431541
33373309,44.8943433,-93.2935915
33373317,44.9789506,-93.2895398
33373331,44.99057,-93.432297
33373354,44.926876,-93.314636
33373360,44.888867,-93.2972262
33373373,44.8216138,-93.3049266
33373388,44.8943539,-93.2947089
33373405,44.8841412,-93.4873042
33373409,44.896957,-93.384811
33373419,44.88523,-93.4857585
33373439,44.997627,-93.343483
33373446,44.928684,-93.313034
33373461,44.8632625,-93.3652049
33373475,44.810658,-93.286171
33373477,44.9910713,-93.2467133
33373481,45.0027256,-93.3576026
33373498,44.9879,-93.309555
33373501,44.86552,-93.255469
33373502,44.8093067,-93.2852405
33373505,44.9912321,-93.2470194
33373515,44.954353,-93.337784
33373516,44.8655244,-93.2516981
33373519,44.8839877,-93.4852186
33373528,44.886482,-93.4863842
33373532,44.799965,-93.332146
33373533,44.808392,-93.334633
33373538,44.910641,-93.318848
33373539,44.882523,-93.3573
33373541,44.910648,-93.32011
33373560,44.815418,-93.269707
33373563,44.815414,-93.269234
33373569,44.9974268,-93.304454
33373580,44.8810846,-93.4193026
33373585,44.822498,-93.342445
33373664,44.830959,-93.404007
33373665,44.8407423,-93.2593937
33373670,44.821381,-93.340576
33373688,44.797451,-93.329605
33373695,44.841217,-93.424797
33373708,44.8725916,-93.3947738
33373710,44.997398,-93.343864
33373738,44.928682,-93.316029
33373743,44.9268907,-93.2308577
33373760,44.855465,-93.381622
33373768,44.979212,-93.26845
33373769,44.997395,-93.381584
33373789,45.000011,-93.381577
33373801,44.8768356,-93.3970242
33373841,44.979669,-93.289536
33373847,45.000011,-93.381546
33373861,44.914146,-93.295921
33373869,44.875572,-93.379585
33373884,44.869102,-93.264282
33373891,44.8624341,-93.4174242
33373896,44.927828,-93.394455
33373897,44.9602598,-93.3129146
33374326,44.999306,-93.336128
33374327,44.814774,-93.323082
33374329,44.8763101,-93.3794254
33374343,45.000132,-93.336128
33374345,44.8117463,-93.3244087
33374350,44.8765104,-93.3786765
33374354,44.811695,-93.377296
33374368,44.814419,-93.324379
33374370,44.977852,-93.262169
33374396,44.914886,-93.489006
33374397,44.9627547,-93.3129861
33374398,44.97555,-93.4380755
33374400,44.907982,-93.371994
33374406,44.8121243,-93.3228757
33374415,44.844482,-93.360275
33374422,44.987167,-93.41275
33374433,44.923332,-93.320175
33374438,44.86731,-93.265567
33374443,44.865518,-93.265584
33374445,44.9086506,-93.3745368
33374446,44.9896697,-93.2358239
33374447,44.9378509,-93.2152937
33374457,44.9358332,-93.217873
33374458,44.9358442,-93.216603
33374459,44.989666,-93.234585
33374468,45.001852,-93.4026677
33374470,44.835648,-93.316216
33374476,44.835504,-93.315726
33374492,44.906338,-93.425079
33374496,44.923336,-93.318901
33374503,44.902992,-93.327957
33374532,44.899807,-93.376907
33375719,44.811516,-93.280907
33375720,44.8474426,-93.4506858
33375726,44.811375,-93.28521
33375727,44.8823897,-93.4854739
33375736,44.9897053,-93.3044932
33375738,44.9860903,-93.3082903
33375750,44.9852773,-93.2855239
33375752,44.8612421,-93.2782936
33375765,44.9510359,-93.3055177
33375769,45.0031807,-93.3576026
33375776,44.9064041,-93.4678185
33375806,44.986099,-93.309664
33375809,44.8291602,-93.4273077
33375813,44.926144,-93.413841
33375815,44.9106571,-93.2728979
33375816,44.957378,-93.336494
33375818,44.958065,-93.337547
33375835,44.9614308,-93.3328124
33375848,44.8525291,-93.387672
33375850,44.9713321,-93.4412859
33375851,44.8281763,-93.4014985
33375861,44.8848878,-93.4873137
33375871,44.82822,-93.40287
33375872,44.8276045,-93.428247
33375882,44.926159,-93.415115
33375911,44.924362,-93.415245
33375915,44.892517,-93.262878
33375916,44.8942993,-93.2628559
33375929,44.892517,-93.261637
33375956,44.992317,-93.451164
33375958,44.957188,-93.404045
33375997,44.9998982,-93.3381447
33376034,44.9396428,-93.2165582
33376037,44.848301,-93.346603
33376064,44.8407077,-93.2852864
33376088,44.9914792,-93.2241036
33376113,44.867306,-93.288399
33376137,44.9072232,-93.2700181
33376152,44.9045701,-93.4651589
33376159,44.937763,-93.270172
33376172,44.8923109,-93.2541321
33376173,44.8207278,-93.3937503
33376175,44.9359711,-93.2701653
33376183,45.001839,-93.379089
33376185,44.939561,-93.270183
33376189,45.0031687,-93.432182
33376199,44.9043198,-93.4656573
33376205,44.90918,-93.274536
33376206,44.987892,-93.306999
33376210,44.890713,-93.254181
33376213,44.9645891,-93.2192438
33376216,44.8811147,-93.3820013
33376229,44.987892,-93.30574
33376238,44.849476,-93.41967
33376244,44.84866,-93.419617
33378018,44.848667,-93.420891
33378027,44.837982,-93.316628
33378028,44.925117,-93.320145
33378030,44.828808,-93.403717
33378060,44.926884,-93.317459
33378061,44.837696,-93.317352
33378063,44.8447678,-93.3547035
33378064,44.9378409,-93.2165702
33378070,44.9660984,-93.4337539
33378077,44.961201,-93.41497
33378078,44.9605083,-93.414994
33378084,44.92123,-93.480324
33378097,44.816006,-93.323166
33378099,44.8610439,-93.4847137
33378101,44.87616,-93.382286
33378102,44.9915438,-93.2345889
33378114,44.9878479,-93.23459
33378117,44.9915256,-93.2333186
33378123,44.907188,-93.477165
33378124,44.91514,-93.485642
33378140,44.9342185,-93.2191114
33378169,44.907459,-93.477158
33378171,44.811104,-93.374161
33378186,44.925114,-93.318871
33378188,44.906052,-93.480911
33378193,44.926888,-93.318848
33378194,44.998966,-93.491333
33378208,44.8655068,-93.266843
33378212,44.8754009,-93.3774132
33378228,44.9605062,-93.3135493
33378237,44.913422,-93.369225
33378239,44.9395388,-93.2448252
33378244,44.977459,-93.380424
33378247,44.9757998,-93.380775
33378274,44.960908,-93.281296
33378286,44.8191086,-93.2601045
33378309,44.846508,-93.387062
33378318,44.948389,-93.2449018
33378351,44.851486,-93.323418
33378369,44.937733,-93.24482
33378387,44.883488,-93.380867
33378391,44.9609019,-93.2829257
33378395,44.9627013,-93.2829217
33378399,44.9591135,-93.2829553
33378415,44.88443,-93.380806
33378416,44.9395405,-93.2435771
33378424,44.9341207,-93.2460615
33378430,44.9626987,-93.2812428
33378432,44.917775,-93.285698
33378467,44.846508,-93.3856897
33378476,44.8998181,-93.423599
33378487,45.0027731,-93.2676648
33378509,44.878676,-93.46786
33378515,44.825191,-93.257294
33378545,44.89883,-93.360802
33378546,44.9011726,-93.360792
33378548,44.8448103,-93.3856568
33378550,44.9475444,-93.2448964
33378555,44.89703,-93.360809
33378585,44.8812629,-93.3509292
33378589,44.8124253,-93.3216547
33378604,44.9321513,-93.4433906
33378657,44.9734355,-93.2640892
33378661,44.8822577,-93.4743622
33378667,45.003735,-93.432159
33378696,44.905239,-93.263908
33378703,45.001831,-93.488213
33378740,44.9773013,-93.2608291
33378764,44.9789199,-93.2612821
33378782,44.8577508,-93.295997
33378818,44.848167,-93.346397
33378848,44.8127313,-93.3204037
33378859,44.9671178,-93.2167269
33378862,45.000244,-93.284947
33378865,44.8578576,-93.2975974
33378884,44.978429,-93.263524
33378894,44.815472,-93.320518
33378895,44.867308,-93.264292
33378896,44.997411,-93.291052
33378909,44.865518,-93.264303
33378919,44.9963198,-93.2925867
33378921,45.002411,-93.315933
33378928,44.9940426,-93.288808
33378930,44.851593,-93.322418
33378932,44.9654902,-93.2150291
33378934,45.004218,-93.312046
33378953,44.9469242,-93.4895405
33378955,44.976789,-93.444846
33378956,44.99741,-93.2925844
33378967,44.9914911,-93.2384132
33378974,44.9464499,-93.4907675
33378978,44.8525785,-93.4930319
33378982,44.8566242,-93.235362
33378987,44.884327,-93.471748
33379002,44.855186,-93.296051
33379015,44.96091,-93.279598
33379029,44.855621,-93.372841
33379035,44.959114,-93.285484
33379036,44.957316,-93.285492
33379041,44.9159602,-93.285721
33379076,44.9911499,-93.2371117
33379081,44.9915499,-93.2371741
33379103,44.8302723,-93.4056701
33379110,44.999508,-93.441986
33379114,45.0024424,-93.4487514
33379123,44.926888,-93.320122
33379125,44.825108,-93.319069
33379128,44.978168,-93.361305
33379130,44.999374,-93.442307
33379140,44.8376028,-93.3504141
33379143,44.8645263,-93.2408564
33379144,44.855915,-93.372406
33379166,44.93857,-93.447722
33379171,44.9034,-93.265232
33379172,44.9391796,-93.4444015
33379230,44.935925,-93.275322
33379238,44.9848537,-93.4846631
33379239,44.9942097,-93.2694384
33379251,44.917786,-93.284431
33379257,44.958092,-93.403206
33379259,44.999817,-93.2676638
33379273,44.959863,-93.402258
33379283,44.8302,-93.404007
33379286,44.957176,-93.403214
33379289,44.8139308,-93.3520562
33379294,44.81376,-93.352354
33379312,44.9987052,-93.2690782
33379328,44.82766,-93.337029
33379329,44.827492,-93.338364
33379342,44.9947165,-93.2679469
33379343,44.998705,-93.2674053
33379348,44.918488,-93.363594
33379359,44.9483894,-93.2436468
33379367,44.8079543,-93.3840787
33379370,44.9626951,-93.2794177
33379391,44.8413327,-93.3407699
33379397,44.8549583,-93.487211
33379402,44.985245,-93.278183
33379439,44.819103,-93.262062
33379440,44.9478943,-93.4947894
33379441,44.9075011,-93.2365279
33379452,44.918022,-93.362747
33379455,44.82357,-93.254303
33379478,44.811134,-93.375404
33379513,44.837112,-93.270808
33379538,44.9088593,-93.2473486
33379545,44.9836659,-93.2781942
33379550,44.9201323,-93.3636644
33379553,44.9490961,-93.4962976
33379556,44.9359447,-93.2740302
33379581,44.8981893,-93.2186723
33379599,44.8422502,-93.3386189
33379606,44.979965,-93.473007
33379633,44.927514,-93.311408
33379637,44.9787111,-93.446081
33379655,44.9787507,-93.444837
33379687,44.8997672,-93.2510073
33379690,44.9108253,-93.2151871
33379699,44.907188,-93.215233
33379700,44.9108277,-93.2139011
33379759,44.9378292,-93.2178462
33379768,44.866951,-93.480942
33379785,44.9009557,-93.2492802
33379787,44.865502,-93.289764
33379789,44.837112,-93.289871
33379802,44.930283,-93.435242
33379908,44.9898136,-93.212636
33379933,44.991684,-93.463333
33379949,44.9305567,-93.3099372
33379950,44.91398,-93.336182
33379952,44.9125274,-93.3362107
33379969,44.9709269,-93.2550724
33379976,44.9699663,-93.255897
33379977,44.9310482,-93.3099255
33379978,44.9305246,-93.3111036
33379985,44.8432625,-93.4518513
33379993,44.9892615,-93.465626
33380000,44.983086,-93.414757
33380019,44.9196101,-93.283153
33380026,44.9377346,-93.2435712
33380035,44.9141493,-93.285719
33380036,44.959115,-93.281303
33380037,44.959114,-93.284233
33380048,44.915966,-93.284416
33380058,44.81168,-93.37558
33380065,44.812256,-93.375572
33380066,44.9782008,-93.3783217
33380080,44.8123514,-93.3766161
33380081,44.8254977,-93.2946921
33380083,44.890839,-93.326393
33380094,44.890831,-93.325111
33380099,44.838917,-93.270798
33380102,44.909001,-93.21521
33380104,44.878088,-93.280715
33380107,44.8855442,-93.4599945
33380110,44.991268,-93.494904
33380114,44.837112,-93.272082
33380117,44.9878266,-93.2840833
33380119,44.932186,-93.436569
